FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363180.716138 RUNNING 3857408 3854873
1787363180.819410 RUNNING 3862528 3859866
1787363180.922784 RUNNING 3867648 3864811
1787363181.026640 RUNNING 3872768 3869804
1787363181.130397 RUNNING 3876864 3874796
1787363181.233819 RUNNING 3881984 3879741
1787363181.337008 RUNNING 3887104 3884686
1787363181.440102 RUNNING 3892224 3889630
1787363181.543200 RUNNING 3897344 3894575
1787363181.646728 RUNNING 3902464 3899568
1787363181.750215 RUNNING 3907584 3904512
1787363181.853739 RUNNING 3911680 3909505
1787363181.957346 RUNNING 3916800 3914450
1787363182.063018 RUNNING 3921920 3919538
1787363182.168127 RUNNING 3927040 3924579
1787363182.271731 RUNNING 3932160 3929572
1787363182.375178 RUNNING 3937280 3934516
1787363182.478626 RUNNING 3942400 3939509
1787363182.582036 RUNNING 3947520 3944454
1787363182.685546 RUNNING 3951616 
1787363182.788695 RUNNING 3956736 3954391
1787363182.891951 RUNNING 3961856 3959336
1787363182.995186 RUNNING 3966976 3964280
1787363183.098711 RUNNING 3972096 3969273
1787363183.202728 RUNNING 3977216 3974266
1787363183.306197 RUNNING 3981312 3979210
1787363183.410515 RUNNING 3986432 3984203
1787363183.515398 RUNNING 3991552 3989244
1787363183.619814 RUNNING 3996672 3994284
1787363183.723751 RUNNING 4001792 3999277
1787363183.827179 RUNNING 4006912 4004222
1787363183.930706 RUNNING 4012032 4009166
1787363184.034159 RUNNING 4017152 4014159
1787363184.137613 RUNNING 4021248 4019104
1787363184.241069 RUNNING 4026368 4024096
1787363184.344569 RUNNING 4031488 4029041
1787363184.447874 RUNNING 4036608 4034034
1787363184.551180 RUNNING 4041728 4038978
1787363184.654710 RUNNING 4046848 4043923
1787363184.758495 RUNNING 4051968 4048916
1787363184.862118 RUNNING 4056064 4053908
1787363184.966239 RUNNING 4061184 4058901
1787363185.072180 RUNNING 4066304 4063990
1787363185.177494 RUNNING 4071424 4069030
1787363185.280967 RUNNING 4076544 
1787363185.388064 RUNNING 4081664 4079160
1787363185.491414 RUNNING 4086784 4084105
1787363185.594644 RUNNING 4091904 4089049
1787363185.698194 RUNNING 4097024 4094042
1787363185.802203 RUNNING 4101120 4099035
1787363185.906255 RUNNING 4106240 4104027
1787363186.009643 RUNNING 4111360 4108972
1787363186.112720 RUNNING 4116480 4113917
1787363186.216080 RUNNING 4121600 4118909
1787363186.320065 RUNNING  4123854
1787363186.425406 RUNNING 4131840 4128943
1787363186.530342 RUNNING 4136960 4133983
1787363186.633853 RUNNING 4141056 4138928
1787363186.737219 RUNNING 4146176 4143921
1787363186.840437 RUNNING 4151296 4148865
1787363186.943599 RUNNING 4156416 4153810
1787363187.046704 RUNNING 4161536 4158755
1787363187.149942 RUNNING 4166656 4163699
1787363187.254030 RUNNING 4170752 4168692
1787363187.357559 RUNNING 4175872 4173685
1787363187.460720 RUNNING 4180992 4178629
1787363187.563874 RUNNING 4186112 4183574
1787363187.666980 RUNNING 4191232 4188519
1787363187.770714 RUNNING 4196352 4193511
1787363187.875035 RUNNING 4201472 4198552
1787363187.979412 RUNNING 4206592 
1787363188.082911 RUNNING 4210688 4208489
1787363188.186047 RUNNING 4215808 4213434
1787363188.289260 RUNNING 4220928 4218379
1787363188.392527 RUNNING 4226048 4223371
1787363188.495732 RUNNING 4231168 4228316
1787363188.598890 RUNNING 4236288 4233261
1787363188.702517 RUNNING 4240384 4238253
1787363188.805701 RUNNING 4245504 4243198
1787363188.908820 RUNNING 4250624 4248143
FILL_POLL_END
