FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363044.837512 RUNNING 2918400 2915914
1787363044.940706 RUNNING 2923520 
1787363045.043873 RUNNING 2928640 2925852
1787363045.147858 RUNNING 2933760 2930844
1787363045.251253 RUNNING 2937856 2935789
1787363045.354843 RUNNING 2942976 2940782
1787363045.458020 RUNNING 2948096 2945726
1787363045.561167 RUNNING 2953216 2950671
1787363045.667870 RUNNING 2958336 2955808
1787363045.771347 RUNNING 2963456 2960752
1787363045.874844 RUNNING 2968576 
1787363045.978483 RUNNING 2973696 2970690
1787363046.082676 RUNNING  2975682
1787363046.188124 RUNNING 2982912 2980771
1787363046.293470 RUNNING 2988032 2985812
1787363046.397037 RUNNING 2993152 2990804
1787363046.500689 RUNNING 2998272 2995749
1787363046.604042 RUNNING 3003392 3000742
1787363046.707245 RUNNING 3008512 3005686
1787363046.810775 RUNNING 3013632 3010631
1787363046.914214 RUNNING 3017728 3015624
1787363047.017482 RUNNING 3022848 3020568
1787363047.120664 RUNNING 3027968 3025513
1787363047.223758 RUNNING 3033088 3030458
1787363047.326822 RUNNING 3038208 3035402
1787363047.430090 RUNNING 3043328 3040347
1787363047.533550 RUNNING 3047424 3045340
1787363047.637522 RUNNING 3052544 3050332
1787363047.740980 RUNNING 3057664 3055277
1787363047.844450 RUNNING 3062784 3060270
1787363047.948708 RUNNING 3067904 3065262
1787363048.054262 RUNNING 3073024 3070351
1787363048.158056 RUNNING 3078144 3075296
1787363048.261530 RUNNING 3083264 3080288
1787363048.366154 RUNNING 3087360 3085281
1787363048.471697 RUNNING 3092480 3090370
1787363048.574918 RUNNING 3097600 3095314
1787363048.678056 RUNNING 3102720 3100259
1787363048.782044 RUNNING 3107840 3105252
1787363048.885320 RUNNING 3112960 3110196
1787363048.988649 RUNNING 3118080 3115189
1787363049.106281 RUNNING 3123200 3120806
1787363049.211013 RUNNING 3128320 3125847
1787363049.314306 RUNNING 3133440 3130791
1787363049.417855 RUNNING 3138560 3135784
1787363049.521065 RUNNING 3143680 3140729
1787363049.624345 RUNNING 3147776 3145673
1787363049.734251 RUNNING 3153920 3150954
1787363049.837585 RUNNING 3158016 3155947
1787363049.941421 RUNNING  3160891
1787363050.045142 RUNNING 3168256 3165884
1787363050.148546 RUNNING 3173376 3170829
1787363050.251981 RUNNING 3178496 3175821
1787363050.356750 RUNNING 3183616 3180862
1787363050.461839 RUNNING 3188736 3185903
1787363050.566035 RUNNING 3193856 3190895
1787363050.669590 RUNNING 3197952 3195840
1787363050.772994 RUNNING 3203072 3200833
1787363050.876152 RUNNING 3208192 3205777
1787363050.979761 RUNNING 3213312 3210770
1787363051.083746 RUNNING  3215715
1787363051.187095 RUNNING 3223552 3220707
1787363051.290491 RUNNING 3228672 3225652
1787363051.394533 RUNNING 3232768 3230645
1787363051.497869 RUNNING  3235589
1787363051.600959 RUNNING 3243008 3240582
1787363051.706319 RUNNING 3248128 3245623
1787363051.809765 RUNNING 3253248 3250567
1787363051.913289 RUNNING 3258368 3255560
1787363052.017468 RUNNING 3263488 3260553
1787363052.124172 RUNNING 3268608 3265690
1787363052.227942 RUNNING 3272704 3270634
1787363052.331593 RUNNING 3277824 3275627
1787363052.434657 RUNNING 3282944 3280572
1787363052.537770 RUNNING 3288064 3285516
1787363052.640927 RUNNING 3293184 3290461
1787363052.744245 RUNNING 3298304 3295454
1787363052.847611 RUNNING 3303424 3300398
1787363052.951646 RUNNING 3307520 3305391
1787363053.055204 RUNNING 3312640 3310384
1787363053.158361 RUNNING 3317760 3315328
1787363053.261524 RUNNING 3322880 3320273
1787363053.364916 RUNNING 3328000 3325218
1787363053.469834 RUNNING 3333120 3330258
1787363053.576173 RUNNING  3335347
1787363053.680068 RUNNING 3343360 3340340
1787363053.784012 RUNNING 3347456 3345332
1787363053.887260 RUNNING 3352576 3350277
1787363053.990390 RUNNING 3357696 3355270
1787363054.093639 RUNNING 3362816 3360214
1787363054.197176 RUNNING 3367936 3365159
1787363054.300678 RUNNING 3373056 3370152
1787363054.404025 RUNNING 3377152 3375096
1787363054.508605 RUNNING 3382272 3380137
1787363054.611833 RUNNING 3387392 3385082
1787363054.715146 RUNNING 3392512 3390026
1787363054.818340 RUNNING 3397632 3394971
1787363054.922013 RUNNING 3402752 3399964
1787363055.027816 RUNNING 3407872 3405052
1787363055.133870 RUNNING 3412992 3410141
1787363055.238625 RUNNING 3418112 3415182
1787363055.342613 RUNNING 3423232 3420174
1787363055.446678 RUNNING 3427328 3425167
1787363055.551169 RUNNING 3432448 3430160
1787363055.654569 RUNNING  3435104
1787363055.758028 RUNNING 3442688 3440097
1787363055.861224 RUNNING 3447808 3445042
1787363055.964627 RUNNING 3452928 3449986
1787363056.068135 RUNNING 3458048 3454979
1787363056.172671 RUNNING 3462144 3459972
1787363056.275966 RUNNING 3467264 3464965
1787363056.379768 RUNNING 3472384 
1787363056.484419 RUNNING  3474950
1787363056.594252 RUNNING 3482624 3480231
1787363056.697436 RUNNING 3487744 3485175
1787363056.800554 RUNNING 3492864 3490120
1787363056.903712 RUNNING 3497984 3495065
1787363057.007153 RUNNING 3503104 3500057
1787363057.110765 RUNNING 3507200 3505002
1787363057.213917 RUNNING 3512320 3509995
1787363057.317484 RUNNING 3517440 3514939
1787363057.420851 RUNNING 3522560 3519884
1787363057.524353 RUNNING 3527680 3524877
1787363057.628198 RUNNING 3532800 3529869
1787363057.734202 RUNNING 3537920 3534958
1787363057.841037 RUNNING 3543040 3540095
1787363057.946062 RUNNING 3548160 3545135
1787363058.050127 RUNNING 3552256 3550128
1787363058.153658 RUNNING 3557376 3555073
1787363058.256783 RUNNING 3562496 3560017
1787363058.359925 RUNNING 3567616 3564962
1787363058.463083 RUNNING  3569907
1787363058.566637 RUNNING 3577856 3574899
1787363058.670243 RUNNING 3581952 3579892
1787363058.773692 RUNNING 3587072 3584837
1787363058.876921 RUNNING 3592192 3589781
1787363058.980340 RUNNING 3597312 3594774
1787363059.083619 RUNNING 3602432 3599719
1787363059.187109 RUNNING 3607552 3604711
1787363059.291719 RUNNING 3612672 3609704
1787363059.396704 RUNNING 3617792 3614745
1787363059.501705 RUNNING 3621888 3619785
1787363059.605084 RUNNING 3627008 3624730
1787363059.708491 RUNNING 3632128 3629723
1787363059.811896 RUNNING 3637248 3634667
1787363059.915038 RUNNING 3642368 3639612
1787363060.018210 RUNNING 3647488 3644557
1787363060.121942 RUNNING 3652608 3649549
1787363060.225503 RUNNING 3656704 3654542
1787363060.328655 RUNNING 3661824 3659487
1787363060.431741 RUNNING 3666944 3664431
1787363060.534868 RUNNING 3672064 3669376
1787363060.638041 RUNNING 3677184 3674321
1787363060.741520 RUNNING 3682304 
