FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363296.788891 RUNNING 3933696 3932404
1787363296.893745 RUNNING 3938816 3937445
1787363297.000164 RUNNING 3943936 3942582
1787363297.104300 RUNNING 3949056 3947574
1787363297.208389 RUNNING 3953664 3952567
1787363297.311608 RUNNING 3958784 3957512
1787363297.414841 RUNNING 3963904 3962456
1787363297.520818 RUNNING 3969024 3967545
1787363297.624289 RUNNING 3973632 3972538
1787363297.727445 RUNNING 3978752 3977482
1787363297.830743 RUNNING 3983872 3982427
1787363297.934247 RUNNING  3987372
1787363298.037794 RUNNING 3993600 3992364
1787363298.141053 RUNNING 3998720 3997309
1787363298.244524 RUNNING 4003328 4002302
1787363298.348296 RUNNING 4008448 4007294
1787363298.453143 RUNNING 4013568 4012335
1787363298.558113 RUNNING 4018688 4017328
1787363298.663040 RUNNING 4023808 4022368
1787363298.766894 RUNNING 4028416 4027361
1787363298.872089 RUNNING 4034048 4032594
1787363298.979214 RUNNING 4038656 4037539
1787363299.082990 RUNNING 4043776 4042531
1787363299.186292 RUNNING 4048896 4047476
1787363299.289795 RUNNING 4053504 4052469
1787363299.393373 RUNNING 4058624 4057413
1787363299.496565 RUNNING 4063744 4062406
1787363299.599845 RUNNING 4068864 4067351
1787363299.703435 RUNNING 4073472 4072295
1787363299.806626 RUNNING 4078592 4077288
1787363299.928252 RUNNING 4084224 4083097
1787363300.031373 RUNNING 4089344 4088041
1787363300.134533 RUNNING  4092986
1787363300.237914 RUNNING 4099072 4097979
1787363300.341243 RUNNING 4104192 4102923
1787363300.444426 RUNNING 4109312 4107868
1787363300.548131 RUNNING 4113920 4112861
1787363300.651622 RUNNING 4119040 4117805
1787363300.754775 RUNNING 4124160 4122798
1787363300.857920 RUNNING 4128768 4127743
1787363300.961841 RUNNING 4133888 4132735
1787363301.065353 RUNNING 4139008 4137680
1787363301.169097 RUNNING 4144128 4142673
1787363301.274804 RUNNING 4149248 4147761
1787363301.378692 RUNNING 4153856 4152706
1787363301.482003 RUNNING 4158976 4157699
1787363301.585193 RUNNING 4164096 4162643
1787363301.688743 RUNNING 4168704 
1787363301.792342 RUNNING 4173824 4172581
1787363301.895524 RUNNING 4178944 4177525
1787363301.998898 RUNNING 4183552 4182518
1787363302.102768 RUNNING 4188672 4187463
1787363302.205981 RUNNING 4193792 4192455
1787363302.309132 RUNNING 4198912 4197400
1787363302.412695 RUNNING 4203520 4202345
1787363302.515822 RUNNING 4208640 4207289
1787363302.618973 RUNNING 4213760 4212282
1787363302.722711 RUNNING 4218368 4217227
1787363302.827215 RUNNING 4223488 4222268
1787363302.931792 RUNNING 4228608 4227260
1787363303.038059 RUNNING 4233728 4232397
1787363303.141404 RUNNING 4238848 4237342
1787363303.244841 RUNNING 4243456 4242286
1787363303.348000 RUNNING  4247231
1787363303.451410 RUNNING 4253696 4252224
1787363303.554779 RUNNING 4258304 4257168
1787363303.657910 RUNNING 4263424 4262113
1787363303.761084 RUNNING 4268544 
1787363303.864436 RUNNING 4273152 4272050
1787363303.967781 RUNNING 4278272 4276995
FILL_POLL_END
